序號,補習班名稱,班址,電話,立案文號,立案日期,電子郵件,短期補習班類別,地區縣市
16,彰化縣私立袋鼠家美術短期補習班,彰化市大埔路460巷3號1樓、2樓,(04)711-6866,府教社字第1130067006號,2024-03-05,wwhsiang@gmail.com,美術、書法、攝影、美工設計、圍棋類,彰化縣政府
17,彰化縣私立清洋文理短期補習班,溪湖鎮湖東里大溪路二段365巷75號1樓、2樓,(04)8858-438,府教社字第1130030598號,2024-02-21,sc30002@gmail.com,文理類,彰化縣政府
18,彰化縣私立晟棋文理短期補習班,溪湖鎮大突里大政三街6號1樓、2樓,(04)885-1066,府教社字第1130030600號,2024-02-17,celinalai0916@gmail.com,文理類,彰化縣政府
19,彰化縣私立多多龍文理短期補習班,鹿港鎮頭崙里頂草路二段66號2樓,(04)772-2678,府教社字第1130004295號,2024-01-29,golden590123123@gmail.com,文理類,彰化縣政府
20,彰化縣私立愛妮英文短期補習班,北斗鎮地政路81號2樓,(04)887-7290,府教社字第1130018875號,2024-01-29,dreambig1108@gmail.com,外語類,彰化縣政府
21,彰化縣私立國科大文理短期補習班彰化分班,彰化市長樂里中正路二段5號3樓,(04)723-9090,府教社字第1130007942號,2024-01-22,tkd7239090@gmail.com,文理類,彰化縣政府
22,彰化縣私立志佳文理短期補習班,伸港鄉大同村大同路14之3號1樓、2樓,(04)799-0552,府教社字第1120485848號,2023-12-20,kethy958852@gmail.com,文理類,彰化縣政府
23,彰化縣私立奧美文理短期補習班,員林市仁愛里三民東街242號1樓、2樓,(04)839-8337,府教社字第1120462802號,2023-12-08,apekite@gmail.com,文理類,彰化縣政府
24,彰化縣私立安妮文理短期補習班,鹿港鎮埔崙里永寧街31號2樓,(04)778-2496,府教社字第1120459641號,2023-12-07,b0923396255@gmail.com,文理類,彰化縣政府
25,彰化縣私立不惑文理短期補習班,員林市三和里成功路44號1樓、2樓,(04)833-8303,府教社字第1120451504號,2023-12-06,secondoldtu@gmail.com,文理類,彰化縣政府
26,彰化縣私立大全文理短期補習班民生分班,彰化市文化里中民街10號1樓、2樓,(04)728-2707,府教社字第1120442266號,2023-12-01,he910727@gmail.com,文理類,彰化縣政府
1,私立語響力文理短期補習班,雲林縣虎尾鎮民族路5號(1-2樓),0910008128,府教社二字第1132431707號,2024-06-25,,文理類,雲林縣政府
2,私立格律音樂技藝短期補習班,雲林縣虎尾鎮中山路36號(1樓),0912368958,府教社二字第1132405779號,2024-01-10,erahuwei@gmail.com,音樂、舞蹈類,雲林縣政府
1,嘉義市私立仕學文理短期補習班,嘉義市東區蘭井街96號(1樓),(05)2224036,府教社字第1131502702號,2024-02-16,,文理類,嘉義市政府
2,嘉義市私立忍文理技藝短期補習班,嘉義市杭州一街38號(1-2樓),(05)2345912,府教社字第1131500948號,2024-01-16,,文理類,嘉義市政府
3,雲門國際事業股份有限公司附設嘉義市私立飛越技藝短期補習班,600014嘉義市東區中山路48號(2-3樓),05-2788049,府教社字第1131500849號,2024-01-15,service_cgds@cgds.com.tw,音樂、舞蹈類,嘉義市政府
1,私立快樂地球村短期補習班,布袋鎮新厝里新厝仔321號之6(1樓),(05),府教終字第1130164944號,2024-06-27,g9hsiao@gmail.com,文理類,嘉義縣政府
2,私立邦妮短期補習班,嘉義縣布袋鎮新厝里新厝仔341之3號(1樓),(05)2345912,府教社字第1130098120號,2024-04-17,,外語類,嘉義縣政府
3,私立育林文理短期補習班,嘉義縣朴子市祥和三路西段185號(1~2樓),(05),府教社字第1120311170號,2023-12-19,smallip2001@gmail.com,文理類,嘉義縣政府
4,私立加勤短期補習班,嘉義縣新港鄉宮前村古民街8巷46號(1樓),(05)3747561,府教社字第1120304614號,2023-12-12,dylan0405@gmail.com,文理類,嘉義縣政府
1,屏東縣私立吳圖技藝文理短期補習班,屏東市建豐路291號3樓,0928-012602,府教終字第11273614900號,2024-01-03,wutugo.edu@gmail.com,美術、書法、攝影、美工設計、圍棋類,屏東縣政府
2,屏東縣私立米奇美語文理短期補習班,潮州鎮三合路84號,0921580148,府教終字第11272445100,2023-12-14,,文理類,屏東縣政府
3,屏東縣私立儒林文理短期補習班國中部分班,屏東市廣東路1516號2樓,08-7346642,屏府教終字第11270988500號,2023-12-13,can661102@gmail.com,文理類,屏東縣政府
1,私立梅氏英文短期補習班,頭城鎮頭濱路三段223號,(03),府教多字第1130077498號,2024-06-07,,外語類,宜蘭縣政府
2,私立來學空間文理短期補習班,宜蘭市泰山路149號1-2樓,(03),府教多字第1130072560號,2024-05-20,,文理類,宜蘭縣政府
3,私立一橋文理才藝短期補習班宜蘭分班,宜蘭市吉祥路120號,(03)9313726,府教多字第1130041000號,2024-04-15,,文理類,宜蘭縣政府
4,私立艾克蒙恩文理短期補習班,蘇澳鎮忠孝路401號1樓,0975790852,府教多字第1130042624號,2024-04-01,eva0107s@gmail.com,文理類,宜蘭縣政府
5,私立宏家文理短期補習班,宜蘭市陽明三路20號,(03)9374930,府教多字第1130017930號,2024-03-06,,文理類,宜蘭縣政府
6,財團法人天主教蘭陽青年會附設私立蘭陽文理短期補習班,羅東鎮北成路一段189之1號,(03)9511161,府教多字第1130013805號,2024-02-07,,文理類,宜蘭縣政府
7,私立古飛特美術技藝短期補習班,宜蘭市力新路171號,0937160330,府教多字第1120216901號,2024-01-08,a012222002@gmail.com,美術、書法、攝影、美工設計、圍棋類,宜蘭縣政府
8,私立芯悅寶貝文理短期補習班,宜蘭市民族路497號1-2樓,(03),府教多字第11216053號,2024-01-03,a97389@gmail.com,文理類,宜蘭縣政府
1,私立邱名文理短期補習班,花蓮市花蓮市自由街150號4樓之2,(03)8355878,府教終字第1130106548號,2024-06-11,hichu_david22@hotmail.com.tw,文理類,花蓮縣政府
2,私立張華辛美術技藝短期補習班,花蓮市花蓮市仁愛街79號,0912946516,府教終字第1130106597號,2024-06-11,huahsin@protonmail.com,美術、書法、攝影、美工設計、圍棋類,花蓮縣政府
3,私立小羊的家短期補習班,花蓮市自由街150號3樓之1,(03),府教終字第1130079111號,2024-04-25,f883118@yahoo.com.tw,文理類,花蓮縣政府
4,私立夢想家蒔荐教室文理短期補習班,花蓮市花蓮市中美路81號1-2樓,(03),府教終字第1130020010號,2024-01-31,x8510523@gmail.com,文理類,花蓮縣政府
1,臺東縣私立黃薇創意作文短期補習班,臺東市博愛路105號1-2樓,0937-123898,府教終字第1130021113號,2024-01-26,,文理類,臺東縣政府
1,私立三之三才藝短期補習班,澎湖縣馬公市三多路49、51號1至2樓,(06)9271022,府教社字第1130010170號,2024-03-13,,文理類,澎湖縣政府
